plotcode,year,species_other,AGB.mix,Richness,biomass,AGB.mono
B3A24,2017,Arr.ela,661.1,16,333,20.8125
B3A24,2017,Ave.pub,5.705,16,547,34.1875
B3A24,2017,Bro.hor,0,16,0,0
B3A24,2017,Gle.hed,14.775,16,13.94,0.87125
B3A24,2017,Lot.cor,0,16,49.57,3.098125
B3A24,2017,Med.var,0,16,620.3,38.76875
B3A24,2017,Poa.tri,53.57,16,43.11,2.694375
B3A24,2017,Pru.vul,0,16,124,7.75
B3A24,2017,Ran.rep,0,16,76.8,4.8
B3A24,2017,Tar.off,3.435,16,76.8,4.8
B3A24,2017,Tri.pra,0,16,16.12,1.0075
B3A24,2017,Tri.rep,0,16,47.65,2.978125
B3A24,2017,Vic.cra,0,16,24.63,1.539375
B4A02,2017,Ant.syl,0,16,10.26,0.64125
B4A02,2017,Arr.ela,176.35,16,333,20.8125
B4A02,2017,Gal.mol,18.275,16,299.3,18.70625
B4A02,2017,Gle.hed,1.285,16,13.94,0.87125
B4A02,2017,Kna.arv,0.245,16,345.7,21.60625
B4A02,2017,Leo.his,61.875,16,232.1,14.50625
B4A02,2017,Pla.med,4.815,16,91.7,5.73125
B4A02,2017,Poa.pra,0.21,16,85.4,5.3375
B4A02,2017,Ran.acr,33.985,16,72.91,4.556875
B4A02,2017,Ran.rep,0.075,16,76.8,4.8
B4A02,2017,Tar.off,0.98,16,76.8,4.8
B4A04,2017,Ant.syl,0,4,10.26,2.565
B4A04,2017,Arr.ela,374.35,4,333,83.25
B4A04,2017,Pla.lan,23.725,4,7.12,1.78
B4A06,2017,Aju.rep,0,8,15.86,1.9825
B4A06,2017,Bel.per,0.035,8,0,0
B4A06,2017,Gle.hed,3.415,8,13.94,1.7425
B4A06,2017,Leo.aut,97.685,8,196.2,24.525
B4A06,2017,Pri.ver,128.945,8,0,0
B4A06,2017,Pru.vul,1.975,8,124,15.5
B4A06,2017,Tar.off,83.375,8,76.8,9.6
B4A06,2017,Ver.cha,3.14,8,4.52,0.565
B4A07,2017,Cre.bie,0.475,4,43,10.75
B4A07,2017,Med.lup,0,4,74.87,18.7175
B4A07,2017,Tri.rep,45.285,4,47.65,11.9125
B4A08,2017,Aju.rep,0,8,15.86,1.9825
B4A08,2017,Ant.odo,0.01,8,65.82,8.2275
B4A08,2017,Ave.pub,117.897,8,547,68.375
B4A08,2017,Bro.hor,0,8,0,0
B4A08,2017,Fes.rub,34.92,8,129.8,16.225
B4A08,2017,Pla.lan,0.11,8,7.12,0.89
B4A08,2017,Tar.off,20.66,8,76.8,9.6
B4A08,2017,Ver.cha,0,8,4.52,0.565
B4A10,2017,Ach.mil,67.96,8,97.3,12.1625
B4A10,2017,Aju.rep,0,8,15.86,1.9825
B4A10,2017,Bro.ere,322.2,8,257.5,32.1875
B4A10,2017,Car.car,0,8,0.32,0.04
B4A10,2017,Pla.med,2.44,8,91.7,11.4625
B4A10,2017,Pri.ver,28.695,8,0,0
B4A11,2017,Med.var,190.485,4,620.3,155.075
B4A11,2017,Tra.pra,5.49,4,26.93,6.7325
B4A14,2017,Bel.per,0.975,2,0,0
B4A14,2017,Pla.lan,102.305,2,7.12,3.56
B4A15,2017,Med.lup,1.62,2,74.87,37.435
B4A15,2017,Ran.rep,81.3,2,76.8,38.4
B4A16,2017,Ant.syl,0,8,10.26,1.2825
B4A16,2017,Poa.tri,6.6,8,43.11,5.38875
B4A16,2017,Pri.ver,52.46,8,0,0
B4A16,2017,San.off,8.925,8,151,18.875
B4A16,2017,Tar.off,165.61,8,76.8,9.6
B4A16,2017,Tri.fra,70,8,233.7,29.2125
B4A17,2017,Dau.car,120.2,2,94.97,47.485
B4A18,2017,Alo.pra,8.02,16,276.7,17.29375
B4A18,2017,Bro.hor,0,16,0,0
B4A18,2017,Car.car,0,16,0.32,0.02
B4A18,2017,Cre.bie,87.42,16,43,2.6875
B4A18,2017,Lat.pra,23.865,16,42.34,2.64625
B4A18,2017,Leo.aut,0.175,16,196.2,12.2625
B4A18,2017,Pla.med,9.225,16,91.7,5.73125
B4A18,2017,Tar.off,25.185,16,76.8,4.8
B4A18,2017,Tri.hyb,0,16,42.7,2.66875
B4A18,2017,Ver.cha,5.27,16,4.52,0.2825
B4A20,2017,Ant.syl,0.115,16,10.26,0.64125
B4A20,2017,Cen.jac,21.06,16,140,8.75
B4A20,2017,Cir.ole,0,16,33.1,2.06875
B4A20,2017,Ger.pra,386.65,16,97.2,6.075
B4A20,2017,Med.var,50.86,16,620.3,38.76875
B4A20,2017,Rum.ace,12.26,16,4.664,0.2915
B4A20,2017,Tra.pra,0.36,16,26.93,1.683125
B4A20,2017,Tri.fra,0,16,233.7,14.60625
B4A20,2017,Tri.hyb,0,16,42.7,2.66875
B4A20,2017,Tri.pra,0,16,16.12,1.0075
B4A20,2017,Tri.rep,0,16,47.65,2.978125
B4A20,2017,Vic.cra,18.215,16,24.63,1.539375
B4A21,2017,Dau.car,0,2,94.97,47.485
B4A21,2017,Med.var,428.6,2,620.3,310.15
B4A22,2017,Ger.pra,33.685,4,97.2,24.3
B4A22,2017,Kna.arv,206.7,4,345.7,86.425
B1A01,2018,Aju.rep,0,16,17.23,1.076875
B1A01,2018,Ant.odo,0,16,2.44,0.1525
B1A01,2018,Ant.syl,0,16,6.72,0.42
B1A01,2018,Ave.pub,196.81,16,163.26,10.20375
B1A01,2018,Bro.hor,11.14,16,0.53,0.033125
B1A01,2018,Car.car,0,16,0,0
B1A01,2018,Ger.pra,144.76,16,35.13,2.195625
B1A01,2018,Lat.pra,11.235,16,23.12,1.445
B1A01,2018,Lot.cor,0,16,11.09,0.693125
B1A01,2018,Pla.lan,32.915,16,45.14,2.82125
B1A01,2018,Poa.pra,3.14,16,7.49,0.468125
B1A01,2018,Ran.rep,9,16,10.95,0.684375
B1A01,2018,Tar.off,10.265,16,33.12,2.07
B1A01,2018,Tra.pra,0,16,183.09,11.443125
B1A01,2018,Vic.cra,0,16,103.13,6.445625
B1A02,2018,Alo.pra,0,8,98.02,12.2525
B1A02,2018,Bro.ere,379.485,8,281.49,35.18625
B1A02,2018,Fes.rub,5.395,8,75.88,9.485
B1A02,2018,Ran.acr,0.215,8,33.01,4.12625
B1A02,2018,San.off,0.3,8,94.05,11.75625
B1A03,2018,Gle.hed,1.615,8,4.95,0.61875
B1A03,2018,Lot.cor,3.34,8,11.09,1.38625
B1A03,2018,Med.lup,0,8,7.67,0.95875
B1A03,2018,Pri.ver,116.95,8,0,0
B1A03,2018,Ver.cha,0,8,22.22,2.7775
B1A04,2018,Pla.lan,129.59,4,45.14,11.285
B1A05,2018,Med.lup,15.45,2,7.67,3.835
B1A06,2018,Ach.mil,0,16,50.24,3.14
B1A06,2018,Alo.pra,0,16,98.02,6.12625
B1A06,2018,Ant.odo,0.645,16,2.44,0.1525
B1A06,2018,Ant.syl,0,16,6.72,0.42
B1A06,2018,Ave.pub,5.875,16,163.26,10.20375
B1A06,2018,Bro.hor,16,16,0.53,0.033125
B1A06,2018,Cen.jac,59.48,16,137.63,8.601875
B1A06,2018,Ger.pra,1.62,16,35.13,2.195625
B1A06,2018,Hol.lan,14.345,16,55.25,3.453125
B1A06,2018,Leu.vul,0.17,16,202.05,12.628125
B1A06,2018,Poa.pra,3.92,16,7.49,0.468125
B1A06,2018,Poa.tri,35.375,16,11.18,0.69875
B1A07,2018,Ran.acr,60.93,2,33.01,16.505
B1A07,2018,San.off,71.285,2,94.05,47.025
B1A11,2018,Ach.mil,3.915,16,50.24,3.14
B1A11,2018,Ant.syl,0,16,6.72,0.42
B1A11,2018,Cir.ole,0,16,0.32,0.02
B1A11,2018,Cre.bie,1.52,16,127.92,7.995
B1A11,2018,Dau.car,0,16,62.31,3.894375
B1A11,2018,Gal.mol,88.79,16,217.4,13.5875
B1A11,2018,Ger.pra,120.585,16,35.13,2.195625
B1A11,2018,Leu.vul,29.815,16,202.05,12.628125
B1A11,2018,Ran.acr,0.905,16,33.01,2.063125
B1A11,2018,Rum.ace,0.75,16,9.99,0.624375
B1A11,2018,San.off,0.425,16,94.05,5.878125
B1A11,2018,Tra.pra,0,16,183.09,11.443125
B1A12,2018,Lat.pra,2.07,8,23.12,2.89
B1A12,2018,Med.lup,1.57,8,7.67,0.95875
B1A12,2018,Med.var,276.9,8,394.1,49.2625
B1A12,2018,Tri.hyb,0,8,8.28,1.035
B1A12,2018,Tri.pra,2.495,8,32.01,4.00125
B1A13,2018,Lot.cor,21.69,4,11.09,2.7725
B1A13,2018,Med.lup,6.125,4,7.67,1.9175
B1A13,2018,Med.var,119.58,4,394.1,98.525
B1A14,2018,Ant.syl,0,8,6.72,0.84
B1A14,2018,Dau.car,0,8,62.31,7.78875
B1A14,2018,Leo.his,35.68,8,105.05,13.13125
B1A14,2018,Pla.lan,74.93,8,45.14,5.6425
B1A14,2018,Tri.fra,3.79,8,14.61,1.82625
B1A16,2018,Pla.lan,7.685,2,45.14,22.57
B1A16,2018,Poa.pra,32.99,2,7.49,3.745
B1A17,2018,Alo.pra,124.745,2,98.02,49.01
B1A17,2018,Dau.car,0,2,62.31,31.155
B1A19,2018,Arr.ela,208.125,4,180.92,45.23
B1A19,2018,Pru.vul,13.82,4,150.29,37.5725
B1A20,2018,Ach.mil,0,16,50.24,3.14
B1A20,2018,Aju.rep,0,16,17.23,1.076875
B1A20,2018,Bel.per,0,16,0,0
B1A20,2018,Ger.pra,86.935,16,35.13,2.195625
B1A20,2018,Kna.arv,11.81,16,186.47,11.654375
B1A20,2018,Leo.aut,0,16,123.21,7.700625
B1A20,2018,Leo.his,0,16,105.05,6.565625
B1A20,2018,Lot.cor,0,16,11.09,0.693125
B1A20,2018,Med.var,75.09,16,394.1,24.63125
B1A20,2018,Pla.lan,0,16,45.14,2.82125
B1A20,2018,Ran.acr,35.605,16,33.01,2.063125
B1A20,2018,San.off,0,16,94.05,5.878125
B1A20,2018,Tri.hyb,0,16,8.28,0.5175
B1A20,2018,Tri.rep,0,16,81.45,5.090625
B1A20,2018,Ver.cha,0,16,22.22,1.38875
B1A21,2018,Ach.mil,14.77,4,50.24,12.56
B1A21,2018,Cre.bie,0,4,127.92,31.98
B2A01,2018,Ant.odo,0,4,2.44,0.61
B2A01,2018,Kna.arv,312.92,4,186.47,46.6175
B2A01,2018,Pru.vul,3.595,4,150.29,37.5725
B2A01,2018,Tri.pra,0.56,4,32.01,8.0025
B2A02,2018,Fes.rub,85.965,2,75.88,37.94
B2A06,2018,Lat.pra,33.48,4,23.12,5.78
B2A06,2018,Med.lup,0,4,7.67,1.9175
B2A06,2018,Pla.lan,64.79,4,45.14,11.285
B2A06,2018,Tar.off,42.1,4,33.12,8.28
B2A08,2018,Ran.acr,33.43,2,33.01,16.505
B2A09,2018,Aju.rep,0,4,17.23,4.3075
B2A09,2018,Pla.lan,133.32,4,45.14,11.285
B2A09,2018,Pri.ver,95.5,4,0,0
B2A09,2018,Pru.vul,14.385,4,150.29,37.5725
B2A10,2018,Alo.pra,0,16,98.02,6.12625
B2A10,2018,Ant.odo,0,16,2.44,0.1525
B2A10,2018,Arr.ela,12.55,16,180.92,11.3075
B2A10,2018,Bel.per,0,16,0,0
B2A10,2018,Bro.ere,200.23,16,281.49,17.593125
B2A10,2018,Hol.lan,0,16,55.25,3.453125
B2A10,2018,Leo.aut,0.445,16,123.21,7.700625
B2A10,2018,Leo.his,67.835,16,105.05,6.565625
B2A10,2018,Pla.lan,0,16,45.14,2.82125
B2A10,2018,Poa.pra,2.48,16,7.49,0.468125
B2A10,2018,Pri.ver,36.935,16,0,0
B2A10,2018,Pru.vul,0,16,150.29,9.393125
B2A10,2018,Ran.rep,0,16,10.95,0.684375
B2A10,2018,Ver.cha,0,16,22.22,1.38875
B2A12,2018,Ant.syl,0,8,6.72,0.84
B2A12,2018,Gal.mol,91.805,8,217.4,27.175
B2A12,2018,Ger.pra,35.04,8,35.13,4.39125
B2A12,2018,Kna.arv,15.135,8,186.47,23.30875
B2A12,2018,Leu.vul,28.11,8,202.05,25.25625
B2A12,2018,Ran.acr,65.535,8,33.01,4.12625
B2A12,2018,San.off,0,8,94.05,11.75625
B2A14,2018,Kna.arv,97.235,8,186.47,23.30875
B2A14,2018,Leo.his,99.42,8,105.05,13.13125
B2A14,2018,San.off,0,8,94.05,11.75625
B2A14,2018,Tri.hyb,0,8,8.28,1.035
B2A14,2018,Ver.cha,2.34,8,22.22,2.7775
B2A16,2018,Kna.arv,192.98,4,186.47,46.6175
B2A16,2018,Leo.aut,16.97,4,123.21,30.8025
B2A16,2018,Pla.med,3.795,4,148.21,37.0525
B2A16,2018,Vic.cra,316.46,4,103.13,25.7825
B2A17,2018,Gle.hed,0.145,8,4.95,0.61875
B2A17,2018,Lat.pra,141.565,8,23.12,2.89
B2A17,2018,Leo.aut,0,8,123.21,15.40125
B2A17,2018,Pla.med,37.915,8,148.21,18.52625
B2A17,2018,Tar.off,62.11,8,33.12,4.14
B2A17,2018,Tri.fra,0,8,14.61,1.82625
B2A17,2018,Vic.cra,0,8,103.13,12.89125
B2A18,2018,Aju.rep,0,16,17.23,1.076875
B2A18,2018,Alo.pra,79.25,16,98.02,6.12625
B2A18,2018,Ant.syl,0,16,6.72,0.42
B2A18,2018,Bro.hor,12.425,16,0.53,0.033125
B2A18,2018,Ger.pra,16.98,16,35.13,2.195625
B2A18,2018,Med.lup,0.265,16,7.67,0.479375
B2A18,2018,Pla.med,44.865,16,148.21,9.263125
B2A18,2018,Poa.pra,17.5,16,7.49,0.468125
B2A18,2018,Pri.ver,17.73,16,0,0
B2A18,2018,Ran.rep,1.365,16,10.95,0.684375
B2A18,2018,Tri.rep,0,16,81.45,5.090625
B2A19,2018,Pla.med,39.725,2,148.21,74.105
B2A19,2018,Tar.off,83.33,2,33.12,16.56
B2A20,2018,Pla.lan,168.2,2,45.14,22.57
B2A21,2018,Cre.bie,0,8,127.92,15.99
B2A21,2018,Gal.mol,60.65,8,217.4,27.175
B2A21,2018,Leo.his,157.505,8,105.05,13.13125
B2A21,2018,Lot.cor,60.735,8,11.09,1.38625
B2A21,2018,Med.lup,0,8,7.67,0.95875
B2A21,2018,Pla.med,5.515,8,148.21,18.52625
B2A21,2018,San.off,0.705,8,94.05,11.75625
B2A22,2018,Ach.mil,72.265,16,50.24,3.14
B2A22,2018,Cen.jac,0,16,137.63,8.601875
B2A22,2018,Lat.pra,16.44,16,23.12,1.445
B2A22,2018,Lot.cor,21.275,16,11.09,0.693125
B2A22,2018,Poa.tri,47.565,16,11.18,0.69875
B2A22,2018,Rum.ace,47.04,16,9.99,0.624375
B2A22,2018,San.off,0,16,94.05,5.878125
B2A22,2018,Tri.hyb,0,16,8.28,0.5175
B2A22,2018,Tri.rep,0,16,81.45,5.090625
B2A22,2018,Vic.cra,0.465,16,103.13,6.445625
B3A02,2018,Car.car,6.035,2,0,0
B3A03,2018,Pla.med,46.6,4,148.21,37.0525
B3A03,2018,Tri.hyb,0,4,8.28,2.07
B3A03,2018,Vic.cra,21.08,4,103.13,25.7825
B3A04,2018,Alo.pra,76.8,8,98.02,12.2525
B3A04,2018,Arr.ela,107.015,8,180.92,22.615
B3A04,2018,Dac.glo,25.92,8,218.33,27.29125
B3A04,2018,Fes.rub,6.495,8,75.88,9.485
B3A04,2018,Hol.lan,0,8,55.25,6.90625
B3A04,2018,Poa.tri,4.165,8,11.18,1.3975
B3A05,2018,Ant.odo,4.205,8,2.44,0.305
B3A05,2018,Ant.syl,0,8,6.72,0.84
B3A05,2018,Bro.ere,108.885,8,281.49,35.18625
B3A05,2018,Leu.vul,52.855,8,202.05,25.25625
B3A05,2018,Lot.cor,314.8,8,11.09,1.38625
B3A05,2018,Poa.tri,51.64,8,11.18,1.3975
B3A05,2018,Tri.hyb,0,8,8.28,1.035
B3A07,2018,Bro.hor,150.075,8,0.53,0.06625
B3A07,2018,Hol.lan,1.555,8,55.25,6.90625
B3A07,2018,Leu.vul,126.515,8,202.05,25.25625
B3A07,2018,Med.lup,0.045,8,7.67,0.95875
B3A07,2018,Pri.ver,0,8,0,0
B3A07,2018,Ran.rep,0,8,10.95,1.36875
B3A08,2018,Dac.glo,5.465,2,218.33,109.165
B3A09,2018,Alo.pra,0,16,98.02,6.12625
B3A09,2018,Ant.odo,0,16,2.44,0.1525
B3A09,2018,Arr.ela,32.2,16,180.92,11.3075
B3A09,2018,Ave.pub,8.275,16,163.26,10.20375
B3A09,2018,Bro.ere,221.855,16,281.49,17.593125
B3A09,2018,Bro.hor,0,16,0.53,0.033125
B3A09,2018,Dac.glo,5.895,16,218.33,13.645625
B3A09,2018,Fes.rub,0,16,75.88,4.7425
B3A09,2018,Hol.lan,0,16,55.25,3.453125
B3A09,2018,Poa.pra,0,16,7.49,0.468125
B3A09,2018,Poa.tri,5.915,16,11.18,0.69875
B3A11,2018,Bro.ere,204.6,4,281.49,70.3725
B3A11,2018,Pla.lan,0,4,45.14,11.285
B3A11,2018,Poa.tri,1.67,4,11.18,2.795
B3A11,2018,Pru.vul,0,4,150.29,37.5725
B3A13,2018,Alo.pra,0,4,98.02,24.505
B3A13,2018,Ant.odo,0,4,2.44,0.61
B3A13,2018,Bro.ere,303.505,4,281.49,70.3725
B3A13,2018,Poa.tri,2.83,4,11.18,2.795
B3A16,2018,Aju.rep,0,16,17.23,1.076875
B3A16,2018,Gle.hed,0,16,4.95,0.309375
B3A16,2018,Lat.pra,137.66,16,23.12,1.445
B3A16,2018,Leo.his,0.585,16,105.05,6.565625
B3A16,2018,Med.lup,0,16,7.67,0.479375
B3A16,2018,Pla.med,0,16,148.21,9.263125
B3A16,2018,Pru.vul,0,16,150.29,9.393125
B3A16,2018,Ran.rep,1.075,16,10.95,0.684375
B3A16,2018,Tar.off,153.575,16,33.12,2.07
B3A16,2018,Tri.fra,0,16,14.61,0.913125
B3A16,2018,Tri.hyb,0,16,8.28,0.5175
B3A16,2018,Tri.rep,0,16,81.45,5.090625
B3A16,2018,Ver.cha,0,16,22.22,1.38875
B3A16,2018,Vic.cra,30.28,16,103.13,6.445625
B3A19,2018,Tar.off,71.805,2,33.12,16.56
B3A20,2018,Kna.arv,414.8,8,186.47,23.30875
B3A20,2018,Lot.cor,29.185,8,11.09,1.38625
B3A20,2018,Tri.fra,0,8,14.61,1.82625
B3A20,2018,Tri.hyb,0,8,8.28,1.035
B3A21,2018,Lot.cor,67.15,2,11.09,5.545
B3A21,2018,Tri.pra,98.935,2,32.01,16.005
B3A22,2018,Aju.rep,0,16,17.23,1.076875
B3A22,2018,Ant.odo,0,16,2.44,0.1525
B3A22,2018,Bel.per,0.075,16,0,0
B3A22,2018,Bro.ere,12.815,16,281.49,17.593125
B3A22,2018,Cre.bie,29.795,16,127.92,7.995
B3A22,2018,Fes.rub,0.535,16,75.88,4.7425
B3A22,2018,Gal.mol,57.735,16,217.4,13.5875
B3A22,2018,Ger.pra,165,16,35.13,2.195625
B3A22,2018,Ran.rep,0,16,10.95,0.684375
B3A22,2018,Rum.ace,7.595,16,9.99,0.624375
B3A22,2018,Tri.fra,0,16,14.61,0.913125
B3A22,2018,Ver.cha,2.27,16,22.22,1.38875
B3A22,2018,Vic.cra,5.84,16,103.13,6.445625
B3A23,2018,Bro.hor,137.255,4,0.53,0.1325
B3A23,2018,Leu.vul,0,4,202.05,50.5125
B3A23,2018,Ran.rep,2.215,4,10.95,2.7375
B3A23,2018,Tri.fra,1.56,4,14.61,3.6525
B3A24,2018,Aju.rep,0,16,17.23,1.076875
B3A24,2018,Ant.odo,0,16,2.44,0.1525
B3A24,2018,Arr.ela,358.93,16,180.92,11.3075
B3A24,2018,Ave.pub,35.355,16,163.26,10.20375
B3A24,2018,Bro.hor,0.23,16,0.53,0.033125
B3A24,2018,Gle.hed,0.315,16,4.95,0.309375
B3A24,2018,Lot.cor,0,16,11.09,0.693125
B3A24,2018,Med.var,0,16,394.1,24.63125
B3A24,2018,Poa.tri,73.865,16,11.18,0.69875
B3A24,2018,Pru.vul,0,16,150.29,9.393125
B3A24,2018,Ran.rep,0,16,10.95,0.684375
B3A24,2018,Tar.off,0,16,33.12,2.07
B3A24,2018,Tri.pra,0,16,32.01,2.000625
B3A24,2018,Tri.rep,0,16,81.45,5.090625
B3A24,2018,Vic.cra,0,16,103.13,6.445625
B4A02,2018,Ant.syl,0,16,6.72,0.42
B4A02,2018,Arr.ela,120.005,16,180.92,11.3075
B4A02,2018,Gal.mol,9.935,16,217.4,13.5875
B4A02,2018,Gle.hed,0,16,4.95,0.309375
B4A02,2018,Kna.arv,52,16,186.47,11.654375
B4A02,2018,Leo.his,27.565,16,105.05,6.565625
B4A02,2018,Pla.med,4.67,16,148.21,9.263125
B4A02,2018,Poa.pra,3.645,16,7.49,0.468125
B4A02,2018,Ran.acr,4.835,16,33.01,2.063125
B4A02,2018,Ran.rep,0,16,10.95,0.684375
B4A02,2018,Tar.off,19.165,16,33.12,2.07
B4A04,2018,Ant.syl,0,4,6.72,1.68
B4A04,2018,Arr.ela,364.995,4,180.92,45.23
B4A04,2018,Pla.lan,4.895,4,45.14,11.285
B4A06,2018,Aju.rep,0,8,17.23,2.15375
B4A06,2018,Bel.per,0,8,0,0
B4A06,2018,Gle.hed,0.37,8,4.95,0.61875
B4A06,2018,Leo.aut,47.11,8,123.21,15.40125
B4A06,2018,Pri.ver,101.5,8,0,0
B4A06,2018,Pru.vul,2.945,8,150.29,18.78625
B4A06,2018,Tar.off,70.66,8,33.12,4.14
B4A06,2018,Ver.cha,0,8,22.22,2.7775
B4A07,2018,Cre.bie,4.64,4,127.92,31.98
B4A07,2018,Med.lup,0,4,7.67,1.9175
B4A07,2018,Tri.rep,27.04,4,81.45,20.3625
B4A08,2018,Aju.rep,0,8,17.23,2.15375
B4A08,2018,Ant.odo,0,8,2.44,0.305
B4A08,2018,Ave.pub,114.15,8,163.26,20.4075
B4A08,2018,Bro.hor,48.155,8,0.53,0.06625
B4A08,2018,Fes.rub,11.31,8,75.88,9.485
B4A08,2018,Pla.lan,0.285,8,45.14,5.6425
B4A08,2018,Tar.off,8.465,8,33.12,4.14
B4A08,2018,Ver.cha,0,8,22.22,2.7775
B4A10,2018,Ach.mil,3.71,8,50.24,6.28
B4A10,2018,Aju.rep,5.66,8,17.23,2.15375
B4A10,2018,Bro.ere,281,8,281.49,35.18625
B4A10,2018,Car.car,0,8,0,0
B4A10,2018,Pla.med,0,8,148.21,18.52625
B4A10,2018,Pri.ver,25.2,8,0,0
B4A11,2018,Med.var,355.765,4,394.1,98.525
B4A11,2018,Tra.pra,17.21,4,183.09,45.7725
B4A14,2018,Bel.per,0.235,2,0,0
B4A14,2018,Pla.lan,36.965,2,45.14,22.57
B4A15,2018,Med.lup,0.005,2,7.67,3.835
B4A15,2018,Ran.rep,50.735,2,10.95,5.475
B4A16,2018,Ant.syl,0,8,6.72,0.84
B4A16,2018,Poa.tri,11.18,8,11.18,1.3975
B4A16,2018,Pri.ver,124.175,8,0,0
B4A16,2018,San.off,55.515,8,94.05,11.75625
B4A16,2018,Tar.off,76.27,8,33.12,4.14
B4A16,2018,Tri.fra,10.305,8,14.61,1.82625
B4A17,2018,Dau.car,28.775,2,62.31,31.155
B4A18,2018,Alo.pra,2.57,16,98.02,6.12625
B4A18,2018,Bro.hor,6.735,16,0.53,0.033125
B4A18,2018,Car.car,0,16,0,0
B4A18,2018,Cre.bie,48.025,16,127.92,7.995
B4A18,2018,Lat.pra,7.315,16,23.12,1.445
B4A18,2018,Leo.aut,0,16,123.21,7.700625
B4A18,2018,Pla.med,2.79,16,148.21,9.263125
B4A18,2018,Tar.off,28.02,16,33.12,2.07
B4A18,2018,Tri.hyb,0,16,8.28,0.5175
B4A18,2018,Ver.cha,0.305,16,22.22,1.38875
B4A20,2018,Ant.syl,7.46,16,6.72,0.42
B4A20,2018,Cen.jac,9.765,16,137.63,8.601875
B4A20,2018,Cir.ole,0,16,0.32,0.02
B4A20,2018,Ger.pra,116.67,16,35.13,2.195625
B4A20,2018,Med.var,201.195,16,394.1,24.63125
B4A20,2018,Rum.ace,0.91,16,9.99,0.624375
B4A20,2018,Tra.pra,0.63,16,183.09,11.443125
B4A20,2018,Tri.fra,0.4,16,14.61,0.913125
B4A20,2018,Tri.hyb,0,16,8.28,0.5175
B4A20,2018,Tri.pra,0.175,16,32.01,2.000625
B4A20,2018,Tri.rep,0.265,16,81.45,5.090625
B4A20,2018,Vic.cra,2.59,16,103.13,6.445625
B4A21,2018,Dau.car,0,2,62.31,31.155
B4A21,2018,Med.var,681.6,2,394.1,197.05
B4A22,2018,Ger.pra,41.72,4,35.13,8.7825
B4A22,2018,Kna.arv,319.525,4,186.47,46.6175
B1A01,2019,Aju.rep,0,16,17.01,1.063125
B1A01,2019,Ant.odo,0,16,13.5,0.84375
B1A01,2019,Ant.syl,0,16,0,0
B1A01,2019,Ave.pub,34.935,16,81.4,5.0875
B1A01,2019,Bro.hor,1.34,16,63.61,3.975625
B1A01,2019,Car.car,0,16,107.4,6.7125
B1A01,2019,Ger.pra,18.435,16,0,0
B1A01,2019,Lat.pra,23.19,16,17.12,1.07
B1A01,2019,Lot.cor,1.335,16,31.3,1.95625
B1A01,2019,Pla.lan,6.405,16,50.82,3.17625
B1A01,2019,Poa.pra,19.6,16,49.26,3.07875
B1A01,2019,Ran.rep,0,16,19.53,1.220625
B1A01,2019,Tar.off,0,16,83.9,5.24375
B1A01,2019,Tra.pra,0,16,9.72,0.6075
B1A01,2019,Vic.cra,0,16,41.2,2.575
B1A01,2020,Aju.rep,0,16,7.45,0.465625
B1A01,2020,Ant.odo,0,16,0,0
B1A01,2020,Ant.syl,0,16,2.605,0.1628125
B1A01,2020,Ave.pub,14.7145,16,174.74,10.92125
B1A01,2020,Bro.hor,11.62,16,126.48,7.905
B1A01,2020,Car.car,0,16,0,0
B1A01,2020,Ger.pra,0,16,0,0
B1A01,2020,Lat.pra,0,16,7.071,0.4419375
B1A01,2020,Lot.cor,0.185,16,4.851,0.3031875
B1A01,2020,Pla.lan,3.895,16,86.593,5.4120625
B1A01,2020,Poa.pra,3.01,16,25.52,1.595
B1A01,2020,Ran.rep,0.075,16,23.66,1.47875
B1A01,2020,Tar.off,0,16,72.39,4.524375
B1A01,2020,Tra.pra,0,16,61.45,3.840625
B1A01,2020,Vic.cra,1.46,16,41.51,2.594375
B1A01,2021,Aju.rep,0,16,1.34,0.08375
B1A01,2021,Ant.odo,0,16,0,0
B1A01,2021,Ant.syl,0,16,5.81,0.363125
B1A01,2021,Ave.pub,164.385,16,264.7,16.54375
B1A01,2021,Bro.hor,48.437,16,82.42,5.15125
B1A01,2021,Car.car,0,16,0.57,0.035625
B1A01,2021,Ger.pra,45,16,0,0
B1A01,2021,Lat.pra,5.8535,16,37.2,2.325
B1A01,2021,Lot.cor,0.22,16,2.54,0.15875
B1A01,2021,Pla.lan,180.8,16,288.2,18.0125
B1A01,2021,Poa.pra,6.9925,16,9.13,0.570625
B1A01,2021,Ran.rep,0.145,16,38.5,2.40625
B1A01,2021,Tar.off,0,16,67.2,4.2
B1A01,2021,Tra.pra,0,16,230,14.375
B1A01,2021,Vic.cra,0,16,14.4,0.9
B1A02,2019,Alo.pra,0.91,8,183.6,22.95
B1A02,2019,Bro.ere,368.9,8,312.6,39.075
B1A02,2019,Fes.rub,1.705,8,130.9,16.3625
B1A02,2019,Ran.acr,0.025,8,0,0
B1A02,2019,San.off,0,8,28.2,3.525
B1A02,2020,Alo.pra,48,8,186.5,23.3125
B1A02,2020,Bro.ere,186.65,8,251.26,31.4075
B1A02,2020,Fes.rub,5.12,8,36.98,4.6225
B1A02,2020,Ran.acr,0,8,0,0
B1A02,2020,San.off,0,8,7.21,0.90125
B1A02,2021,Alo.pra,0,8,254.2,31.775
B1A02,2021,Bro.ere,350.25,8,302.1,37.7625
